発表日,内容,部局,リンクURL,対象期間,年,月
2021年8月27日,「情報通信経済研究会」の開催,情報通信政策研究所,https://www.soumu.go.jp/menu_news/s-news/01iicp01_02000101.html,2021年8月,2021,8
2021年8月27日,行政手続における特定の個人を識別するための番号の利用等に関する法律に規定する個人番号、個人番号カード、特定個人情報の提供等に関する省令及び住民基本台帳法施行規則の一部を改正する省令（案）及び個人番号カード等に関する技術的基準の一部を改正する告示（案）に対する意見募集の結果,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei17_02000178.html,2021年8月,2021,8
2021年8月27日,「放送コンテンツの製作取引適正化に関するガイドライン」講習会及び無料法律相談会の開催について,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu04_02000175.html,2021年8月,2021,8
2021年8月27日,令和3年度一般会計新型コロナウイルス感染症対策予備費の使用に伴う地方負担への対応等,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei02_02000295.html,2021年8月,2021,8
2021年8月27日,マイナンバーカードの普及に係る広報事業の開始,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei02_02000236.html,2021年8月,2021,8
2021年8月26日,万国郵便連合（UPU）国際事務局長選挙の結果,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu15_02000043.html,2021年8月,2021,8
2021年8月25日,「情報信託機能の認定スキームの在り方に関する検討会とりまとめ（案）」に対する意見募集の結果、とりまとめ及び「情報信託機能の認定に係る指針ver2.1」の公表,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu06_02000302.html,2021年8月,2021,8
2021年8月25日,総務大臣談話 万国郵便連合（UPU）国際事務局長選挙の結果,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu15_02000042.html,2021年8月,2021,8
2021年8月25日,総務省における新型コロナウイルス感染症の感染者の発生,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei03_02000025.html,2021年8月,2021,8
2021年8月25日,令和2年度末における固定端末系伝送路設備の設置状況,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban03_02000737.html,2021年8月,2021,8
2021年8月25日,「放送同時配信等の許諾の推定規定の解釈・運用に関するガイドライン」の公表,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu04_02000174.html,2021年8月,2021,8
2021年8月25日,「地方自治法施行令及び市町村の合併の特例に関する法律施行令の一部を改正する政令案」及び「地方自治法施行規則及び市町村の合併の特例に関する法律施行規則の一部を改正する省令案」に対する意見募集の結果,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei01_02000244.html,2021年8月,2021,8
2021年8月25日,「行政手続法施行令の一部を改正する政令案」に関する意見募集の結果,行政管理局,https://www.soumu.go.jp/menu_news/s-news/01gyokan01_02000133.html,2021年8月,2021,8
2021年8月25日,AIネットワーク社会推進会議 AI経済検討会 報告書2021の公表,情報通信政策研究所,https://www.soumu.go.jp/menu_news/s-news/01iicp01_02000100.html,2021年8月,2021,8
2021年8月25日,「令和2年度情報通信メディアの利用時間と情報行動に関する調査報告書」の公表,情報通信政策研究所,https://www.soumu.go.jp/menu_news/s-news/01iicp01_02000098.html,2021年8月,2021,8
2021年8月25日,行政手続における特定の個人を識別するための番号の利用等に関する法律施行令等の一部を改正する政令（案）に対する意見募集の結果,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei17_02000175.html,2021年8月,2021,8
2021年8月24日,令和3年7月の熱中症による救急搬送状況,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02000468.html,2021年8月,2021,8
2021年8月24日,令和3年度データ連携促進型スマートシティ推進事業に係る採択候補の決定,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu06_02000301.html,2021年8月,2021,8
2021年8月24日,総務省における新型コロナウイルス感染症の感染者の発生,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei01_02000107.html,2021年8月,2021,8
2021年8月23日,令和3年8月11日からの大雨による被害に係る普通交付税（9月定例交付分）の繰上げ交付,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei02_02000294.html,2021年8月,2021,8
2021年8月23日,地域におけるローカル5G等導入計画策定支援に係る支援対象企業・団体等の募集及びローカル5Gに関するオンラインセミナーの参加者募集,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu06_02000303.html,2021年8月,2021,8
2021年8月23日,令和3年8月23日付 総務省人事,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02000831.html,2021年8月,2021,8
2021年8月20日,「障害者にやさしいICT機器等の普及に関する勉強会」の開催,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu05_02000149.html,2021年8月,2021,8
2021年8月20日,戸籍の附票の写し又は戸籍の附票の除票の写しの交付に関する省令の一部を改正する省令（案）に対する意見募集,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei02_02000235.html,2021年8月,2021,8
2021年8月20日,住民基本台帳の一部の写しの閲覧並びに住民票の写し等及び除票の写し等の交付に関する省令の一部を改正する省令（案）に対する意見募集,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei02_02000234.html,2021年8月,2021,8
2021年8月20日,「消費者保護ルールの実施状況モニタリング2021年度調査計画」（案）に対する意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/02kiban08_04000394.html,2021年8月,2021,8
2021年8月20日,電気通信サービスに係る料金請求の適切な処理の徹底等に関するビッグローブ株式会社に対する指導,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/02kiban08_04000393.html,2021年8月,2021,8
2021年8月20日,2020年基準 消費者物価指数 全国 2021年(令和3年)7月分,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei08_01000210.html,2021年8月,2021,8
2021年8月20日,令和3年度から新たに実施する電波資源拡大のための研究開発に係る提案公募（再公募）の結果,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban09_02000414.html,2021年8月,2021,8
2021年8月1日,令和3年8月1日付 総務省人事,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02000825.html,2021年8月,2021,8
2021年8月19日,令和3年8月11日からの大雨による被害に係る普通交付税（9月定例交付分）の繰上げ交付,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei02_02000293.html,2021年8月,2021,8
2021年8月18日,東日本電信電話株式会社及び西日本電信電話株式会社の第一種指定電気通信設備に関する接続約款の変更の認可−優先転送機能に係る接続約款の変更の認可−,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban03_02000734.html,2021年8月,2021,8
2021年8月18日,「消防団員の処遇等に関する検討会」報告書の公表,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02000467.html,2021年8月,2021,8
2021年8月18日,総務省における新型コロナウイルス感染症の感染者の発生,政策統括官（統計制度担当）,https://www.soumu.go.jp/menu_news/s-news/01toukatsu01_02000193.html,2021年8月,2021,8
2021年8月17日,総務省における新型コロナウイルス感染症の感染者の発生,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei01_02000243.html,2021年8月,2021,8
2021年8月16日,令和3年8月16日付 総務省人事,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02000830.html,2021年8月,2021,8
2021年8月13日,台風第9号から変わった温帯低気圧に伴う大雨による被害に係る普通交付税（9月定例交付分）の繰上げ交付,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei02_02000292.html,2021年8月,2021,8
2021年8月13日,Beyond 5G 時代に向けた新ビジネス戦略セミナー（第4回）,国際戦略局,https://www.soumu.go.jp/menu_news/s-news/01tsushin04_02000109.html,2021年8月,2021,8
2021年8月13日,総務省における新型コロナウイルス感染症の感染者の発生について,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban14_02000515.html,2021年8月,2021,8
2021年8月11日,タイ王国との郵便分野における協力覚書に署名,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu15_02000041.html,2021年8月,2021,8
2021年8月11日,「『ポストコロナ』時代におけるテレワークの在り方検討タスクフォース」提言書の公表,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu02_02000320.html,2021年8月,2021,8
2021年8月10日,「移動端末設備の円滑な流通・利用の確保に関するガイドライン」改正案及び「eSIMサービスの促進に関するガイドライン」（案）に関する意見募集の結果及びこれらのガイドラインの公表,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban03_02000733.html,2021年8月,2021,8
2021年8月10日,令和3年8月10日付 総務省人事,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02000828.html,2021年8月,2021,8
2021年8月10日,令和3年度 給与改定影響額概算,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei02_02000291.html,2021年8月,2021,8
2021年8月10日,武田総務大臣のイタリア・フランス訪問結果,国際戦略局,https://www.soumu.go.jp/menu_news/s-news/01tsushin08_02000123.html,2021年8月,2021,8
2021年8月10日,労働力調査（詳細集計）2021年（令和3年）4〜6月期平均,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei04_01000208.html,2021年8月,2021,8
2021年8月10日,総務省における新型コロナウイルス感染症の感染者の発生,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban01_02000041.html,2021年8月,2021,8
2021年7月9日,令和3年度「公衆無線LAN環境整備支援事業」に係る提案の追加公募 （2次公募、3次公募及び4次公募）＜※本事業は令和3年度で終了しています＞,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu06_02000295.html,2021年7月,2021,7
2021年7月9日,「電気通信事業分野における市場検証（令和2年度）年次レポート（案）」に対する意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban02_02000416.html,2021年7月,2021,7
2021年7月9日,公共サービス改革基本方針の変更,行政管理局,https://www.soumu.go.jp/menu_news/s-news/02shingi06_02000637.html,2021年7月,2021,7
2021年7月9日,令和3年7月1日からの大雨による被害に係る普通交付税（9月定例交付分）の繰上げ交付,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei02_02000288.html,2021年7月,2021,7
2021年7月8日,情報通信審議会 情報通信技術分科会 IPネットワーク設備委員会 第五次報告（案）に対する意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban05_02000227.html,2021年7月,2021,7
2021年7月8日,「電気通信事業法第27条の3等の運用に関するガイドライン」改正案に関する意見募集の結果及び改正したガイドラインの公表,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban03_02000727.html,2021年7月,2021,7
2021年7月8日,個人情報の漏えい（メールの誤配信）,サイバーセキュリティ統括官室,https://www.soumu.go.jp/menu_news/s-news/01cyber01_02000001_00116.html,2021年7月,2021,7
2021年7月7日,社会経済環境の変化に対応した公衆電話の在り方 −情報通信審議会からの答申−,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban03_02000726.html,2021年7月,2021,7
2021年7月7日,「自治体DX推進手順書」の作成,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei07_02000116.html,2021年7月,2021,7
2021年7月7日,地域発ICTスタートアップ創出に向けた全国アクセラレータ・プログラム始動！,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu02_02000315.html,2021年7月,2021,7
2021年7月7日,令和4年度の地方財政措置についての各府省への申入れ概要,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei03_02000024.html,2021年7月,2021,7
2021年7月7日,「社会経済環境の変化に対応した公衆電話の在り方」答申（案） に対する意見募集の結果,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban03_02000725.html,2021年7月,2021,7
2021年7月7日,IP網への移行の段階を踏まえた接続制度の在り方〜IP網への移行完了を見据えた接続制度の整備に向けて〜最終答申（案）に対する意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban03_02000724.html,2021年7月,2021,7
2021年7月7日,令和3年7月7日付 総務省人事,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02000813.html,2021年7月,2021,7
2021年7月6日,令和3年7月6日付 総務省人事,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02000811.html,2021年7月,2021,7
2021年7月6日,令和3年度 情報通信技術の研究開発に係る提案の公募,国際戦略局,https://www.soumu.go.jp/menu_news/s-news/02tsushin03_04000446.html,2021年7月,2021,7
2021年7月6日,「危険物施設におけるスマート保安等に係る調査検討会」の開催,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02000453.html,2021年7月,2021,7
2021年7月6日,家計調査報告（二人以上の世帯）2021年（令和3年）5月分,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei07_01000211.html,2021年7月,2021,7
2021年7月5日,令和3年7月5日付 総務省人事,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02000810.html,2021年7月,2021,7
2021年7月31日,令和3年7月31日付 総務省人事,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02000824.html,2021年7月,2021,7
2021年7月30日,「サービス産業動向調査」2021年（令和3年）5月分（速報）,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei05_01000235.html,2021年7月,2021,7
2021年7月30日,ふるさと納税に関する現況調査結果の概要,自治税務局,https://www.soumu.go.jp/menu_news/s-news/01zeimu04_02000101.html,2021年7月,2021,7
2021年7月30日,「医療機関において安心・安全に電波を利用するための手引き（改定版）」等の公表,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban16_02000263.html,2021年7月,2021,7
2021年7月30日,労働力調査（基本集計）2021年（令和3年）6月分及び4〜6月期平均,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei04_01000206.html,2021年7月,2021,7
2021年7月30日,「2020年経済構造実態調査」二次集計結果【甲調査編】,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei05_01000236.html,2021年7月,2021,7
2021年7月30日,令和2年度補正予算及び令和3年度予算「放送コンテンツによる地域情報発信力強化事業」の採択候補の決定,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu04_02000170.html,2021年7月,2021,7
2021年7月30日,「ポスト・コロナ期の地方公務員のあり方に関する研究会」の開催,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei11_02000160.html,2021年7月,2021,7
2021年7月30日,電気通信事業法第27条の3の規定の適用を受ける電気通信事業者の指定に関する告示案に対する意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban03_02000731.html,2021年7月,2021,7
2021年7月30日,令和3年「情報通信に関する現状報告」（令和3年版情報通信白書）の公表,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01tsushin02_02000155.html,2021年7月,2021,7
2021年7月30日,日本国憲法の改正手続に関する法律施行令の一部を改正する政令（案）等に対する意見募集,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei14_02000097.html,2021年7月,2021,7
2021年7月30日,木質バイオマス発電をめぐる木材の需給状況に関する実態調査 ＜結果に基づく意見の通知＞,行政評価局,https://www.soumu.go.jp/menu_news/s-news/hyouka_210730000151092.html,2021年7月,2021,7
2021年7月30日,東日本電信電話株式会社及び西日本電信電話株式会社の第一種指定電気通信設備に関する接続約款の変更の認可（加入光ファイバに係る接続メニューの追加等）−情報通信行政・郵政行政審議会からの答申−,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban03_02000732.html,2021年7月,2021,7
2021年7月30日,"地域経済循環創造事業交付金（ローカル10,000プロジェクト）に関する交付団体の決定",自治行政局,https://www.soumu.go.jp/menu_news/s-news/a01gyosei05_161101_00046.html,2021年7月,2021,7
2021年7月30日,令和3年度特定地域づくり事業推進交付金の交付決定(第4回),自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei09_02000098.html,2021年7月,2021,7
2021年7月2日,総務省顧問の発令,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02000809.html,2021年7月,2021,7
2021年7月2日,シンガポール共和国との情報通信分野における協力覚書に署名,国際戦略局,https://www.soumu.go.jp/menu_news/s-news/01tsushin09_02000119.html,2021年7月,2021,7
2021年7月29日,総務省統計局における新型コロナウイルス感染症の感染者の発生,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei01_02000104.html,2021年7月,2021,7
2021年7月29日,総務省自治行政局における新型コロナウイルス感染症の感染者の発生,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei01_02000239.html,2021年7月,2021,7
2021年7月29日,「ICTサイバーセキュリティ総合対策2021」（案）に対する意見募集の結果及び「ICTサイバーセキュリティ総合対策2021」の公表,サイバーセキュリティ統括官室,https://www.soumu.go.jp/menu_news/s-news/02cyber01_04000001_00192.html,2021年7月,2021,7
2021年7月29日,電波法関係審査基準の一部を改正する訓令案に係る意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban13_02000099.html,2021年7月,2021,7
2021年7月28日,アフリカ最大級のICTイベント「トランスフォーム・アフリカ・サミット2021」における日本パビリオンへのオンライン出展・参加企業募集,国際戦略局,https://www.soumu.go.jp/menu_news/s-news/01tsushin09_02000120.html,2021年7月,2021,7
2021年7月28日,令和3年度予算「情報通信利用促進支援事業費補助金（地域サテライトオフィス整備推進事業）」（第2次募集）に係る採択候補の決定について,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu18_02000001_00018.html,2021年7月,2021,7
2021年7月27日,令和3年7月27日付 総務省人事,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02000822.html,2021年7月,2021,7
2021年7月27日,製造現場におけるローカル5G等の導入ガイドラインの公表,国際戦略局,https://www.soumu.go.jp/menu_news/s-news/01tsushin04_02000107.html,2021年7月,2021,7
2021年7月27日,総務省政策統括官（統計制度担当）における新型コロナウイルス感染症の感染者の発生,政策統括官（統計制度担当）,https://www.soumu.go.jp/menu_news/s-news/01toukatsu01_02000192.html,2021年7月,2021,7
2021年7月27日,令和3年6月の熱中症による救急搬送状況,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02000463.html,2021年7月,2021,7
2021年7月27日,令和3年度安全功労者・消防功労者総務大臣表彰,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02000464.html,2021年7月,2021,7
2021年7月26日,令和3年度「戦略的情報通信研究開発推進事業（国際標準獲得型（5G高度化））」研究開発課題の公募,国際戦略局,https://www.soumu.go.jp/menu_news/s-news/01tsushin04_02000108.html,2021年7月,2021,7
2021年7月26日,青少年の安心・安全なインターネット利用環境整備に関するタスクフォース 「青少年の安心・安全なインターネット利用環境整備に関する新たな課題及び対策」の公表,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban08_03000356.html,2021年7月,2021,7
2021年7月21日,「デジタル時代における郵政事業の在り方に関する懇談会」最終報告（案）に対する意見募集の結果及び最終報告書の公表,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu14_02000109.html,2021年7月,2021,7
2021年7月21日,危険物の規制に関する規則の一部を改正する省令（案）に対する意見公募の結果及び改正省令の公布,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02000460.html,2021年7月,2021,7
2021年7月21日,政治資金規正法に基づく政治団体の届出事項の異動の届出,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei17_02000171.html,2021年7月,2021,7
2021年7月21日,広島県廿日市市「宮島訪問税」の新設,自治税務局,https://www.soumu.go.jp/menu_news/s-news/01zeimu02_02000297.html,2021年7月,2021,7
2021年7月21日,官民競争入札等監理委員会委員の発令（7月21日付）,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02000821.html,2021年7月,2021,7
2021年7月21日,我が国のインターネットにおけるトラヒックの集計・試算,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban04_02000189.html,2021年7月,2021,7
2021年7月21日,犯罪収益移転防止法違反に係る是正命令,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban18_01000122.html,2021年7月,2021,7
2021年7月20日,2015年基準 消費者物価指数 全国 2021年(令和3年)6月分,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei08_01000208.html,2021年7月,2021,7
2021年7月20日,令和3年分政党交付金の7月分の請求及び交付額,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei18_02000146.html,2021年7月,2021,7
2021年7月20日,令和2年度補正予算「デジタル活用支援推進事業」の第二次公募に係る採択団体の決定,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu02_02000317.html,2021年7月,2021,7
2021年7月20日,中南米最大級の放送機器展「SET eXPerience 2021」における出展・参加企業募集,国際戦略局,https://www.soumu.go.jp/menu_news/s-news/01tsushin08_02000121.html,2021年7月,2021,7
2021年7月1日,令和3年7月1日付 公害等調整委員会事務局人事,公害等調整委員会,https://www.soumu.go.jp/menu_news/s-news/01kouchoui01_2021_5.html,2021年7月,2021,7
2021年7月1日,「行政手続法施行令の一部を改正する政令案」に関する意見募集,行政管理局,https://www.soumu.go.jp/menu_news/s-news/01gyokan01_02000126.html,2021年7月,2021,7
2021年7月1日,MVNOサービスの勧誘目的を明示しない不適切な勧誘等に係るゆーの株式会社に対する指導等,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban08_03000354.html,2021年7月,2021,7
2021年7月1日,令和2年1月から令和2年12月までに発生した製品火災に関する調査結果,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02000452.html,2021年7月,2021,7
2021年7月1日,「新型コロナウイルス感染症対策等地方連携推進本部」の設置,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei01_02000229.html,2021年7月,2021,7
2021年7月1日,令和3年安全功労者内閣総理大臣表彰（消防関係）,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02000454.html,2021年7月,2021,7
2021年7月1日,地方自治法に係る民間事業者等が行う書面の保存等における情報通信の技術の利用に関する法律施行規則（案）に対する意見募集,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei01_02000231.html,2021年7月,2021,7
2021年7月1日,地方税法施行規則等の一部を改正する省令の一部を改正する省令（案）に対する意見募集,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei01_02000230.html,2021年7月,2021,7
2021年7月1日,「デジタル変革時代の電波政策懇談会 報告書（案）」に対する意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban09_02000410.html,2021年7月,2021,7
2021年7月1日,「接続料の算定等に関する研究会 第五次報告書（案）」に対する意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban03_02000723.html,2021年7月,2021,7
2021年7月1日,令和3年7月1日付 総務省人事,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02000807.html,2021年7月,2021,7
2021年7月1日,「地方自治法施行令及び市町村の合併の特例に関する法律施行令の一部を改正する政令案」及び「地方自治法施行規則及び市町村の合併の特例に関する法律施行規則の一部を改正する省令案」に対する意見募集,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei01_02000232.html,2021年7月,2021,7
2021年7月19日,「DX時代における企業のプライバシーガバナンスガイドブックver1.1」を策定しました,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban18_01000124.html,2021年7月,2021,7
2021年7月19日,「地域ケーブルテレビネットワーク整備事業」に係る補助金の交付決定,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu12_02000159.html,2021年7月,2021,7
2021年7月19日,「『新たな日常』の定着に向けたケーブルテレビ光化による耐災害性強化事業」に係る補助金の交付決定,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu12_02000158.html,2021年7月,2021,7
2021年7月19日,総務省自治行政局における新型コロナウイルス感染症の感染者の発生,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei01_02000238.html,2021年7月,2021,7
2021年7月19日,令和3年7月19日付 総務省人事,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02000820.html,2021年7月,2021,7
2021年7月16日,令和3年度「総務省テレワーク・デイズ」の実施,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02000819.html,2021年7月,2021,7
2021年7月16日,無線設備規則等の一部を改正する省令案等に係る意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban14_02000513.html,2021年7月,2021,7
2021年7月16日,令和3年7月1日からの大雨による被害に係る普通交付税（9月定例交付分）の繰上げ交付,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei02_02000290.html,2021年7月,2021,7
2021年7月16日,「行政手続における特定の個人を識別するための番号の利用等に関する法律施行令の一部を改正する政令案」に対する意見募集,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei01_02000333.html,2021年7月,2021,7
2021年7月16日,Beyond 5G研究開発促進事業に係る提案の公募,国際戦略局,https://www.soumu.go.jp/menu_news/s-news/01tsushin03_02000332.html,2021年7月,2021,7
2021年7月16日,「クラウドサービス提供における情報セキュリティ対策ガイドライン（第3版）」（案）に対する意見募集,サイバーセキュリティ統括官室,https://www.soumu.go.jp/menu_news/s-news/01cyber01_02000001_00118.html,2021年7月,2021,7
2021年7月16日,プラットフォームサービスに関する研究会 中間とりまとめ（案）についての意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban18_01000123.html,2021年7月,2021,7
2021年7月16日,令和2年度地方税収入決算見込額,自治税務局,https://www.soumu.go.jp/menu_news/s-news/01zeimu02_02000296.html,2021年7月,2021,7
2021年7月16日,令和3年度特定地域づくり事業推進交付金の交付決定（第3回）,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei09_02000097.html,2021年7月,2021,7
2021年7月16日,｢地方自治法施行規則の一部を改正する省令案｣に対する意見募集,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei03_02000068.html,2021年7月,2021,7
2021年7月16日,総務省自治行政局における新型コロナウイルス感染症の感染者の発生,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei01_02000235.html,2021年7月,2021,7
2021年7月15日,令和3年7月15日付 総務省人事,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02000818.html,2021年7月,2021,7
2021年7月14日,「消費者保護ルールの在り方に関する検討会報告書2021（案）」 に対する意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban08_03000355.html,2021年7月,2021,7
2021年7月14日,電波法施行規則等の一部を改正する省令案等に対する意見募集の結果及び電波監理審議会からの答申,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban14_02000512.html,2021年7月,2021,7
2021年7月14日,令和2年度電波の利用状況調査の評価結果及び意見募集の結果の公表,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban09_02000411.html,2021年7月,2021,7
2021年7月14日,無線設備規則の一部を改正する省令等の一部改正案等に係る電波監理審議会からの答申及び意見募集の結果,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban14_02000514.html,2021年7月,2021,7
2021年7月13日,令和3年7月13日付 総務省人事,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02000814.html,2021年7月,2021,7
2021年7月13日,「競争ルールの検証に関する報告書 2021」（案）に対する意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban03_02000728.html,2021年7月,2021,7
2021年7月13日,全国消防イメージキャラクター「消太」を活用した熱中症予防広報の実施,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02000459.html,2021年7月,2021,7
2021年7月13日,「放送同時配信等の許諾の推定規定の解釈・運用に関するガイドライン（案）」に関する意見募集の実施について,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu04_02000168.html,2021年7月,2021,7
